Day,Vista Banrep,FPCOFIXMK3M,FPCOFMKLN1Y,FPCOFMKLN2Y,FPCOFXMK1M,FPCOFXMK2M,FPCOFXMK3M1,FPCOFXMK3M2,FPCOFXMK3M3,FPCOVMKLN1Y,FPCOVMKLN2Y,FPCOBFIX10Y,FPCOCPFIX2Y,FPCOCPFIX5Y,FPCODTFB12M,FPCODTFB18M,FPCODTFB24M,FPCOIBR18M,FPCOIBRB12M,FPCOIBRB18M,FPCOIBRB24+,FPCOIBRB24M,FPCOIBRC12M,FPCOIBRR12M,FPCOIBRR18M,FPCOIPCB10+,FPCOIPCB10Y,FPCOIPCB2Y,FPCOIPCB5Y,FPCOIPCC10+,FPCOIPCC10Y,FPCOIPCC2Y,FPCOIPCC5Y,FPCOIPCR10+,FPCOIPCR10Y,FPCOIPCR2Y,FPCOIPCR5Y,COLTES CP,COLTES LP,COLTES,COLTES UVR,COLTES UVRCP,TRM,FPCOGVFX10Y,FPCOGVFIX2Y,FPCOGVFIX5Y,FPCOGVUVRLN,FPCOGFX10Y+,ICOLCAP,ACWI_COP,LEGATRUU_COP,INMOBILIARIO_COL,LEGATRUU_USD,SPX Index_COP,MXEF Index_COP,MXEA Index_COP
20140708,"137,523015",100,"102,0915327","102,4276669","93,86907726",100,"93,84759898","94,18633317","94,15392315","100,5847597","103,0437184","104,7945187","102,865018","103,0611884","102,6154951","103,3999719","103,3841112","103,7254182","103,0811239","103,7183994","104,782434","104,3835458","103,0763216","103,0936037","103,7620421","109,334722","105,9895029","103,5695142","105,5120854","108,4620741","106,0133778","103,5785066","105,381646","107,893778","106,3227806","103,6398437","105,0364728","181,8","212,38","194,96",187,"67,04727446","1854,5","104,6329469","102,0306927","102,3860377","100,9760362","105,5245104",16900,"3229871,38","880851,1518","16661,28254","474,9804","3641700,195","1974541,785","3643257,98"
20140709,"137,5377932",100,"102,0967265","102,4319014","93,8797354",100,"93,8583726","94,19019128","94,15780591","100,5847597","103,0552468","105,6224133","102,8450719","103,2573255","102,6240649","103,3813303","103,3505448","103,7389014","103,0922143","103,7306576","104,8051299","104,4110274","103,0872255","103,1038844","103,7805429","109,3891432","106,0422891","103,5987499","105,5583952","108,5023661","106,0972497","103,6069204","105,4239281","107,9248304","106,500299","103,6637086","105,0699036","181,78","211,6","194,55","187,2","67,04618453","1856,09","104,369501","102,061396","102,3121627","101,0616012","105,0264298",16920,"3240863,066","882297,2073","16665,64065","475,3526","3661750,035","1969181,564","3643931,57"
20140710,"137,552573",100,"102,0762913","102,4420568","93,89039471",100,"93,86907726","94,19846495","94,16613244","100,5847597","103,0637969","105,8322078","102,8559323","103,3839579","102,6291536","103,3785401","103,3336779","103,740457","103,1117796","103,7288924","104,7905936","104,4274229","103,1063654","103,1217242","103,8052186","109,463872","106,1221395","103,6314329","105,6389653","108,6162526","106,168661","103,6405548","105,5297689","108,0645866","106,5460519","103,702492","105,1891082","181,87","211,51","194,55","187,5","67,07322466","1853,76","104,3797242","102,0943351","102,3679853","101,1491381","104,9554275",16930,"3215346,72","881193,714","16669,88343","475,3548","3642045,197","1969379,011","3603579,68"
20140711,"137,5673543",100,"102,0880903","102,4100759","93,90105513",100,"93,8797354","94,21634343","94,18412514","100,5847597","103,0640901","105,7188835","102,8406647","103,3388389","102,6192824","103,3828462","103,3122963","103,7358065","103,1147429","103,7233903","104,8151162","104,439302","103,1086467","103,1206599","103,8021975","109,4127723","106,2452125","103,6483744","105,6535885","108,5290638","106,2777299","103,6597009","105,571754","107,9539207","106,6042121","103,7337553","105,3004139","181,96","211,59","194,64","187,6","67,10026479","1858,5","104,4874354","102,1384026","102,4197096","101,1561587","104,9768985",16930,"3226393,17","883839,7827","16674,16527","475,5662","3656728,845","1967538,195","3615358,64"
20140712,"137,5821373",100,"102,0999224","102,4232402","93,91168026",100,"93,89039471","94,21634343","94,18412514","100,5847597","103,0789196","105,7397694","102,8561383","103,3582103","102,6330542","103,3977809","103,3274152","103,7518598","103,1297619","103,7394634","104,8300829","104,4551302","103,123686","103,135529","103,8181752","109,4347707","106,2661791","103,6634945","105,6726818","108,550875","106,2987049","103,6749068","105,5908802","107,9756087","106,6252304","103,7494206","105,319618","181,96","211,59","194,64","187,6","67,10430125","1858,5","104,5071391","102,1539021","102,4385433","101,1661219","104,9966593",16930,"3226393,17","883839,7827","16678,44682","475,5662","3656728,845","1967538,195","3615358,64"
20140713,"137,5969218",100,"102,1117335","102,4363846","93,92225887",100,"93,90105513","94,21634343","94,18412514","100,5847597","103,0937406","105,7606571","102,8715988","103,3775823","102,6468192","103,4127147","103,3425355","103,7679144","103,1447725","103,7555377","104,8450546","104,4709623","103,1387173","103,1503907","103,8341535","109,4567718","106,2871477","103,6786085","105,6917742","108,5726889","106,319682","103,6901067","105,6100057","107,9972993","106,6462508","103,7650807","105,3388218","181,96","211,59","194,64","187,6","67,10832588","1858,5","104,5268445","102,1693963","102,4573773","101,1760826","105,0164217",16937,"3226393,17","883839,7827","16682,73406","475,5662","3656728,845","1967538,195","3615358,64"
20140714,"137,611708",100,"102,1206823","102,4887593","93,93276001",100,"93,91168026","94,24459395","94,21255616","100,5847597","103,0959072","105,8681388","102,8694598","103,3667529","102,6665995","103,4327339","103,362344","103,7782444","103,1464445","103,7688288","104,9003842","104,4880498","103,1403342","103,1391812","103,8295617","109,5340578","106,3096112","103,7121383","105,7294891","108,6713148","106,3744387","103,7202017","105,6417659","108,1106498","106,8083492","103,7761933","105,3581014","182,19","211,94","194,92","188,15","67,17116789","1856,5","104,672871","102,2485191","102,726371","101,2644053","105,1643941",16865,"3243416,89","882593,8381","16687,01439","475,4074","3670486,15","1974684,79","3642842,87"
20140715,"137,6264957",100,"102,1316074","102,5008277","93,94322021",100,"93,92225887","94,25763671","94,22568224","100,5847597","103,1121865","106,034518","102,8793063","103,4299627","102,6773716","103,445332","103,3770616","103,7972056","103,1701359","103,7885816","105,0229405","104,5156699","103,1628006","103,1534715","103,844714","109,5354978","106,4422378","103,7534942","105,8501174","108,693536","106,5095735","103,7643586","105,7477403","108,1474196","106,9152854","103,8361781","105,4275891","182,21","211,68","194,8","187,86","67,18031891","1868,5","104,6176215","102,238401","102,6066525","101,254447","104,9478198",17015,"3253918,01","886858,8608","16691,18243","474,6368","3687073,68","1992474,975","3651049,00"
20140716,"137,641285",100,"102,1699771","102,5094222","93,95366743",100,"93,93276001","94,27499519","94,24315162","100,5847597","103,1282792","105,8309389","102,8681043","103,1877327","102,6828115","103,4421629","103,3790979","103,8318476","103,1860263","103,8230357","105,0369871","104,5538363","103,1799527","103,178652","103,8801197","109,5882869","106,4843368","103,7925656","105,9066611","108,7501986","106,5812547","103,8045575","105,7965873","108,2067013","107,1129769","103,88218","105,4576854","182,21","211,54","194,73","187,86","67,18105281","1867,5","104,5466974","102,2263394","102,6355002","101,2655041","104,902554",16977,"3270944,925","886184,775","16695,47104","474,53","3700581,975","1992305,025","3676808,70"
20140717,"137,6560759",100,"102,1836092","102,522598","93,96411574",100,"93,94322021","94,28320447","94,25141335","100,5847597","103,134095","105,0818927","102,9007224","103,1381489","102,6927749","103,4524778","103,3932247","103,8182698","103,1938869","103,8112282","104,9674619","104,5239989","103,1855723","103,179201","103,8584506","109,7328322","106,5074726","103,8278749","105,8645958","108,8757433","106,6049258","103,8434074","105,7662263","108,3200092","107,1369818","103,9393285","105,4510155","182,23","211,68","194,81","187,81","67,18690127","1874,5","104,6207538","102,2589788","102,7388193","101,2324519","104,9234849",17035,"3252463,695","891036,077","16698,15195","475,346","3670495,94","1991824,955","3664385,07"
20140718,"137,6708684",100,"102,196048","102,5339097","93,97456516",100,"93,95366743","94,29505082","94,26333538","100,5847597","103,143821","105,7139086","102,9239121","103,2182976","102,7028431","103,4571747","103,3913504","103,7830058","103,2189468","103,7682124","104,9526016","104,4923264","103,2099447","103,1855475","103,8586377","109,5529394","106,5346265","103,861376","105,9510959","108,7457199","106,5975048","103,8778856","105,8506944","108,2253354","107,0314804","103,9790906","105,5344652","182,35","211,44","194,75","187,74","67,2183225","1868,5","104,5438669","102,2883102","102,7136402","101,21421","104,739208",17035,"3259243,235","888092,0708","16700,58226","475,2968","3696304,07","1986701,31","3646788,82"
20140719,"137,6856625",100,"102,2074086","102,5466084","93,98501568",100,"93,96411574","94,29505082","94,26333538","100,5847597","103,1586347","105,7340952","102,9393123","103,2375601","102,7167044","103,4722216","103,4065506","103,7990712","103,2338984","103,7843008","104,9676286","104,5081474","103,2249257","103,2004834","103,8746186","109,5749684","106,5556208","103,8762068","105,9701974","108,7675507","106,6184971","103,8928007","105,869842","108,2470352","107,0524873","103,9944591","105,5537219","182,35","211,44","194,75","187,74","67,21905641","1868,5","104,5637018","102,3037074","102,7324646","101,2242522","104,7591186",17035,"3259243,235","888092,0708","16702,60452","475,2968","3696304,07","1986701,31","3646788,82"
20140720,"137,7004581",100,"102,2187468","102,559286","93,99553178",100,"93,97456516","94,29505082","94,26333538","100,5847597","103,1734396","105,7542843","102,9546986","103,2568241","102,7305582","103,4872678","103,4217522","103,815138","103,2488416","103,8003907","104,9826596","104,5239721","103,2398987","103,2154117","103,8906004","109,5969998","106,5766171","103,8910309","105,9892978","108,789384","106,6394915","103,9077092","105,8889888","108,2687375","107,0734962","104,0098216","105,5729781","182,35","211,44","194,75","187,74","67,21979031","1868,5","104,5835383","102,3190992","102,7512893","101,2342918","104,779031",17056,"3259243,235","888092,0708","16704,65051","475,2968","3696304,07","1986701,31","3646788,82"
20140721,"137,7152554",100,"102,2170312","102,5608799","94,00604899",100,"93,98501568","94,3304292","94,29893979","100,5847597","103,1908552","105,7911119","102,9704867","103,3193634","102,7084587","103,4495063","103,3020489","103,8557226","103,2663427","103,8452678","105,0274114","104,5399329","103,2569274","103,230771","103,9108326","109,5609339","106,6229945","103,9162238","106,0388367","108,8141104","106,6766362","103,9338903","105,9164116","108,3326804","107,0720458","104,04123","105,5692213","182,59","212,05","195,18","187,98","67,28188704","1868,5","104,7023326","102,4079082","102,9429606","101,2907931","105,1108804",17050,"3251432,905","888919,8163","16706,69639","475,7398","3687727,655","1986701,31","3637577,12"
20140722,"137,7300543",100,"102,2287961","102,5728897","94,0165841",100,"93,99553178","94,33820184","94,30676209","100,5847597","103,2038348","105,9195541","102,9871523","103,3308861","102,719286","103,4761858","103,3180778","103,9012955","103,2769137","103,8968897","105,0280463","104,5637783","103,2737055","103,3092293","103,92995","109,4337771","106,6017069","103,9339368","106,0108908","108,7593221","106,6487339","103,9516374","105,9007084","108,3229421","107,0241212","104,0591717","105,6431586","182,84","212,77","195,66","188,18","67,34655289","1856,5","104,972411","102,4399077","103,2242496","101,3878327","105,5600734","17099,5","3250323,07","882024,4496","16708,61561","475,1007","3682423,445","1994772,12","3642118,83"
20140723,"137,7448547",100,"102,252223","102,6034836","94,02708949",100,"94,00604899","94,35096046","94,31960222","100,5847597","103,2443405","105,6649475","103,011392","103,2799496","102,7324885","103,489879","103,3340112","103,9379035","103,3125719","103,9351335","105,0557263","104,5967033","103,3077825","103,3313723","103,9586118","109,3864595","106,581737","103,9436261","105,997821","108,7271792","106,6166515","103,9605971","105,8860433","108,3006892","106,9557633","104,0640722","105,6247953","182,82","212,57","195,54","188,44","67,34217223","1846,5","104,9966366","102,4511583","103,1781425","101,5187528","105,3994456",17096,"3238982,58","877808,189","16710,58014","475,3903","3669013,965","1989973,05","3628113,99"
20140724,"137,7596567",100,"102,2391022","102,6171111","94,03759591",100,"94,0165841","94,35529066","94,32396008","100,5847597","103,2789117","105,6925008","103,0254448","103,1521312","102,7497339","103,5089354","103,3526833","103,9708151","103,3472411","103,9671225","105,0919564","104,6296978","103,3413329","103,3540339","103,9959901","109,4921801","106,5932615","103,9451388","105,924999","108,7989578","106,6339642","103,961771","105,8466241","108,3509649","107,0116793","104,0633924","105,6653189","182,85","212,85","195,7","189,18","67,35057797","1846,5","105,1129697","102,4834401","103,3009476","101,6065579","105,4662393",17128,"3242971,02","876066,0162","16712,52251","474,4468","3670805,07","1995789,525","3636275,52"
20140725,"137,7744604",100,"102,2501477","102,6254625","94,04810351",100,"94,02708949","94,36447495","94,33320306","100,5847597","103,2498688","106,2778241","103,0363383","103,1999062","102,76395","103,5275845","103,3699104","103,9033567","103,3295241","103,9008719","104,9458898","104,5183447","103,3223007","103,3322655","103,9255209","109,5544618","106,5911915","103,9628028","105,9315749","108,8388504","106,6334076","103,9793508","105,8518879","108,3762679","107,0162786","104,0804932","105,6666195","182,95","212,98","195,82","189,22","67,37688465","1849,5","105,1541882","102,5023519","103,2667161","101,7079648","105,6189252",17128,"3233388,375","877862,5857","16714,4575","474,6486","3658939,83","1995037,155","3625020,00"
20140726,"137,7892656",100,"102,261691","102,6380096","94,05861213",100,"94,03759591","94,36447495","94,33320306","100,5847597","103,2645031","106,2977063","103,0517238","103,2192069","102,7777623","103,5425268","103,3851646","103,9193632","103,3442358","103,9168775","104,9608428","104,5342995","103,3370345","103,3467982","103,9415454","109,5765162","106,6122298","103,9776146","105,9508296","108,8606964","106,6544498","103,9942504","105,8711726","108,3979764","107,037354","104,0958663","105,6859148","182,95","212,98","195,82","189,22","67,37761855","1849,5","105,1739417","102,5174109","103,2853381","101,717789","105,6387869",17128,"3233388,375","877862,5857","16716,3931","474,6486","3658939,83","1995037,155","3625020,00"
20140727,"137,8040724",100,"102,2732097","102,6505333","94,0691275",100,"94,04810351","94,36447495","94,33320306","100,5847597","103,2791281","106,3175909","103,0670941","103,2385093","102,7915675","103,5574682","103,4004201","103,9353704","103,3589383","103,9328838","104,9758007","104,5502577","103,3517595","103,3613224","103,95757","109,5985731","106,6332698","103,9924194","105,9700831","108,8825448","106,6754937","104,0091429","105,8904563","108,4196873","107,0584313","104,1112316","105,7052096","182,95","212,98","195,82","189,22","67,37835245","1849,5","105,1936966","102,5324646","103,3039602","101,7276108","105,6586507",17300,"3233388,375","877862,5857","16718,32777","474,6486","3658939,83","1995037,155","3625020,00"
20140728,"137,8188808",100,"102,2848189","102,6633678","94,07962989",100,"94,05861213","94,39330969","94,36222201","100,5847597","103,3183459","106,449063","103,0736723","102,7977393","102,809693","103,5858966","103,4254752","103,9907498","103,3879334","103,9908443","105,0671602","104,6314751","103,3802275","103,3827324","104,0002869","109,6046005","106,7014551","104,0129272","106,0222356","108,9008602","106,7294396","104,0281605","105,9497143","108,4459943","107,069457","104,1224315","105,7848956","183,15","213,49","196,17","189,03","67,43023191",1850,"105,4067317","102,5577416","103,4504275","101,6196099","105,9294575",17238,3234281,"878239,03","16720,26234","474,7238","3660983,5",1996594,"3625611,50"
20140729,"137,8336908",100,"102,2955844","102,6712124","94,09010528",100,"94,0691275","94,39347164","94,362385","100,5847597","103,3359584","104,8981346","103,1196326","102,7059666","102,8226861","103,5899352","103,4367416","104,0161005","103,4110343","104,0145703","105,0929804","104,6493691","103,403179","103,4010548","104,0338478","109,6947909","106,7401856","104,0379849","106,0404494","109,0180757","106,7717154","104,0522582","105,9536079","108,5818206","107,1215629","104,1413677","105,7470241","183,14","213,5","196,17","189,49","67,42840854","1855,4","105,4145067","102,5536557","103,4084812","101,8723738","105,906448",17200,"3236225,788","880422,7381","16722,26107","474,5191","3655045,23","2004833,916","3638346,63"
20140730,"137,8485023",100,"102,3126379","102,6845392","94,10135416",100,"94,07962989","94,39307278","94,36198359","100,5847597","103,3651744","104,7241935","103,1504929","102,6168684","102,8380093","103,5992404","103,4407756","104,0643152","103,4357362","104,0633102","105,1474953","104,7126957","103,4288791","103,4317105","104,0794841","109,7089337","106,6733508","104,0490463","106,0440736","109,0230405","106,7135248","104,0641025","105,9617057","108,5828597","107,0909587","104,1573091","105,7567907","182,81","212,06","195,28","188,62","67,34475227","1859,5","104,8333905","102,4866226","103,1020163","101,5583535","105,0808811",17200,"3235939,09","878171,9328","16724,19773","472,2624","3663345,165","2005935,625","3624760,54"
20140731,"137,8642224",100,"102,3135788","102,6977069","94,11260429",100,"94,09010528","94,4042396","94,37322175","100,5847597","103,3828892","104,7782747","103,1546613","102,8786654","102,8814767","103,6058649","103,4368856","104,0962464","103,4609514","104,0961865","105,1672238","104,7784244","103,4590261","103,4901541","104,1041838","109,7035322","106,700366","104,0721196","106,06605","109,0720075","106,7375498","104,0875058","105,996543","108,6534358","107,1050838","104,1822739","105,8294064","182,59","211,15","194,72","188,38","67,19014017","1876,5","104,3667685","102,4077348","102,9115803","101,3956051","104,5433408",17030,"3216977,775","885655,6457","16695,99696","471,9721","3622902,255","1999917,405","3626636,49"
20140801,"137,8799442",100,"102,3296806","102,7066356","94,12385567",100,"94,10135416","94,41479049","94,38384005","100,5847597","103,3828639","104,8228675","103,2043121","102,8351438","102,8998114","103,6213327","103,4536909","104,1267145","103,4546488","104,1271623","105,2025518","104,8216512","103,4529388","103,4857816","104,1291735","109,5583441","106,8049787","103,9406972","106,0561331","108,8639676","106,8329208","103,9583336","105,988774","108,4167787","107,1689681","104,0642113","105,8172995","182,86","211,6","195,08","189,02","67,25992058","1876,5","104,5816373","102,4877703","103,1092406","101,7085626","104,776493",17030,"3200858,64","888023,4134","16697,79119","473,2339","3612543,975","1989333,945","3599389,71"
20140802,"137,8956678",100,"102,3419764","102,7196509","94,13508027",100,"94,11260429","94,41479049","94,38384005","100,5847597","103,3975018","104,8441079","103,2212786","102,8552673","102,9136564","103,6364144","103,4692295","104,142562","103,4692725","104,1430079","105,2176535","104,8374714","103,4675593","103,5003712","104,1450346","109,580502","106,8261185","103,9560089","106,0752514","108,8859704","106,854085","103,9736741","106,007886","108,4386475","107,1901982","104,0796855","105,8363634","182,86","211,6","195,08","189,02","67,26064264","1876,5","104,6017739","102,5032462","103,1280966","101,7183178","104,7971933",17030,"3200858,64","888023,4134","16700,79558","473,2339","3612543,975","1989333,945","3599389,71"
20140803,"137,9113932",100,"102,3542529","102,7326471","94,14614023",100,"94,12385567","94,41479049","94,38384005","100,5847597","103,4121329","104,8653507","103,2382358","102,8753914","102,9274948","103,6514941","103,4847685","104,1584098","103,4838889","104,1588539","105,2327599","104,8532944","103,4821729","103,5149547","104,1608951","109,6026611","106,8472598","103,971315","106,0943691","108,9079752","106,8752508","103,9890092","106,0269973","108,4605188","107,2114305","104,0951545","105,8554266","182,86","211,6","195,08","189,02","67,26137654","1876,5","104,6219121","102,5187168","103,1469526","101,7280705","104,8178959",17221,"3200858,64","888023,4134","16703,45728","473,2339","3612543,975","1989333,945","3599389,71"
20140804,"137,9271204",100,"102,2983296","102,6769878","94,157179",100,"94,13508027","94,45298352","94,42227709","100,5847597","103,4856735","104,8679608","103,1571304","102,9987858","102,9466168","103,6586157","103,4925858","104,2644632","103,5515195","104,2651599","105,4364015","104,9772093","103,549735","103,5824767","104,2627707","109,621474","106,8950982","103,9809101","106,1117953","108,9312488","106,9223634","104,0001063","106,0422668","108,4884606","107,2557922","104,1139766","105,8632413","182,92","211,77","195,19","189,43","67,27745411",1884,"104,6852818","102,4662502","103,0886504","101,8290065","104,9273115",17344,"3221941,44","892144,65","16706,1255","473,5375","3653057,16","2014561,2","3602603,64"
20140805,"137,9428494",100,"102,3200117","102,7027927","94,16821893",100,"94,14614023","94,47296445","94,44238567","100,5847597","103,5072906","104,9874951","103,1868119","103,1419038","102,9614212","103,5481088","103,4894277","104,2509041","103,5780785","104,251284","105,3805728","104,9534917","103,5755645","103,6033806","104,2524891","109,6984657","106,9283904","104,0209883","106,1444575","109,0387921","106,9530216","104,0403577","106,0744524","108,6354683","107,2805379","104,1550281","105,8952924","182,95","211,42","195,03","189,43","67,28585985","1892,5","104,5475751","102,4926405","103,1031743","101,918218","104,7719374",17370,"3213938,125","894221,7685","16707,86269","472,5082","3633997,425","2011935,675","3605363,90"
20140806,"137,9585802",100,"102,3400593","102,7408867","94,17923752",100,"94,157179","94,48003304","94,44949942","100,5847597","103,5414519","104,9005838","103,2458183","103,1289474","102,9668709","103,5733767","103,4848889","104,2735392","103,594812","104,2739703","105,3163524","104,9261382","103,5922695","103,6196218","104,2796937","110,581913","107,4527172","104,1231575","106,4355076","109,9837161","107,5054231","104,1435284","106,3671438","109,6098339","107,8840877","104,2631573","106,188073","183,08","211,7","195,23","189,63","67,31983836","1885,5","104,7342822","102,5352399","103,2204902","102,1064389","104,790658",17370,"3192434,325","891708,3837","16710,001","472,9294","3620612,52","1992539,835","3565423,94"
20140807,"137,9743128",100,"102,3527889","102,7540045","94,19025743",100,"94,16821893","94,48003304","94,44949942","100,5847597","103,556042","104,9219836","103,2625333","103,1490061","102,9807014","103,5887684","103,500518","104,2895757","103,6094743","104,2900049","105,3316479","104,9422124","103,6069381","103,6343273","104,2957312","110,6042405","107,4739819","104,1384458","106,454703","110,0059012","107,5267112","104,1588424","106,3863369","109,6318875","107,905445","104,2785881","106,2072279","183,08","211,7","195,23","189,63","67,32057226","1885,5","104,7543398","102,5502304","103,2390162","102,1158803","104,8115249",17356,"3176558,415","892954,6992","16712,68698","473,5904","3600494,235","1982075,31","3550547,34"
20140808,"137,9900472",100,"102,4015707","102,7556814","94,20127844",100,"94,17923752","94,50484346","94,47446835","100,5847597","103,5724913","104,9438918","103,2621793","103,1708157","102,9910157","103,5960868","103,5159404","104,3038861","103,6263435","104,3074902","105,3667851","104,9584392","103,6236603","103,6501728","104,3067771","110,3226766","107,4239322","104,1581632","106,4411649","109,8062194","107,4818725","104,1781561","106,4002138","109,5132111","107,8736932","104,2960188","106,3030198","183,09","211,35","195,06","189,04","67,32386344","1891,5","104,5934932","102,5767442","103,207829","101,8315176","104,4968172",17356,"3197750,985","897951,4167","16715,37217","474,7298","3653602,485","1977582,165","3537407,64"
20140809,"138,0057834",100,"102,4136181","102,7688348","94,21230913",100,"94,19025743","94,50484346","94,47446835","100,5847597","103,5870743","104,9653294","103,2789279","103,1908504","103,004858","103,6114971","103,5315636","104,3199408","103,6410056","104,3235358","105,3820611","104,9745214","103,63833","103,6648878","104,3228416","110,345054","107,4452363","104,1734331","106,4603887","109,8284429","107,5031988","104,1934523","106,4194085","109,5352936","107,8950854","104,3114345","106,3220945","183,09","211,35","195,06","189,04","67,32459735","1891,5","104,6136301","102,5917763","103,2264166","101,8409251","104,5177454",17356,"3197750,985","897951,4167","16718,05574","474,7298","3653602,485","1977582,165","3537407,64"
20140810,"138,0215213",100,"102,4256502","102,7819731","94,22331855",100,"94,20127844","94,50484346","94,47446835","100,5847597","103,6016494","104,9867694","103,2956683","103,2108855","103,0186932","103,6269051","103,5471872","104,3359958","103,6556591","104,3395816","105,3973417","104,9906065","103,6529914","103,6795962","104,3389055","110,3674341","107,4665424","104,1886971","106,4796118","109,850669","107,5245271","104,2087427","106,4386025","109,5573787","107,9164796","104,3268448","106,3411684","183,09","211,35","195,06","189,04","67,32533125","1891,5","104,6337688","102,6068048","103,2450043","101,8503307","104,5386762","17447,5","3197750,985","897951,4167","16720,73957","474,7298","3653602,485","1977582,165","3537407,64"
20140811,"138,0372611",100,"102,4383266","102,7992885","94,23439943",100,"94,21230913","94,53725018","94,50708212","100,5847597","103,6269773","105,1210339","103,2973354","103,2633353","102,990543","103,5850426","103,3870478","104,3659055","103,6797324","104,3687475","105,4031559","104,9896117","103,6767786","103,701569","104,3748226","110,2572972","107,4384402","104,1961476","106,4545046","109,7762977","107,4956551","104,2164589","106,4318742","109,4759853","107,9119719","104,3359041","106,3885414","183,22","211,71","195,31","189,16","67,35930976","1891,5","104,7659867","102,6321309","103,3162491","101,8926718","104,5872754",17340,"3218633,145","896966,7018","16723,42327","474,2092","3663684,18","2007657,015","3577866,83"
20140812,"138,0530027",100,"102,4518944","102,8136643","94,24545345",100,"94,22331855","94,55862977","94,5285983","100,5847597","103,6438601","104,7805056","103,3300024","103,3540435","103,0107949","103,6200717","103,4239189","104,3702252","103,6939884","104,3721872","105,3927097","104,9741977","103,6907438","103,7134261","104,3846828","110,296947","107,4142987","104,2076636","106,4323163","109,8090115","107,4777259","104,2274708","106,4085976","109,499155","107,9134323","104,3445887","106,3633587","183,27","211,93","195,44","189,31","67,37283005","1877,5","104,882573","102,651413","103,3532419","101,9622931","104,7798473",17300,"3190567,175","889703,3165","16726,1104","473,8766","3630615,625","1998448,55","3548043,18"
20140813,"138,068746",100,"102,4708263","102,8294534","94,25660711",100,"94,23439943","94,55477547","94,52471937","100,5847597","103,6749734","104,4952743","103,3627323","103,1542684","103,0249173","103,6402349","103,4455316","104,4240288","103,7174678","104,4261779","105,4726542","105,0055591","103,7165479","103,7553307","104,434768","110,2782095","107,4412136","104,2127284","106,4041055","109,7519678","107,4966285","104,2297313","106,3821565","109,4165571","107,9119231","104,3331639","106,3437975","183,29","211,72","195,34","189,31","67,37867851","1882,5","104,8131081","102,6541349","103,3796066","101,9311986","104,5979631",17350,"3216740,7","893029,386","16728,75366","474,3848","3664700,4","2015912,775","3572627,33"
20140814,"138,0844912",100,"102,4684601","102,8486555","94,26776193",100,"94,24545345","94,56669356","94,53671361","100,5847597","103,7014964","104,2180915","103,4099745","103,2238567","103,0398136","103,6629498","103,4633124","104,4718675","103,7508509","104,4688338","105,4699294","105,0536792","103,7504002","103,7928106","104,5314333","110,2643892","107,4164396","104,2247827","106,4029275","109,8032181","107,4749398","104,2418136","106,3805354","109,4902067","107,8899385","104,345526","106,3436405","183,38","212,11","195,58","189,58","67,40242791","1881,5","104,9543571","102,6799559","103,4604333","102,0952633","104,7703681",17350,"3228145,995","893854,9296","16731,40815","475,0757","3678671,17","2017664,155","3584182,24"
20140815,"138,1002381",100,"102,4722896","102,8590784","94,27891808",100,"94,25660711","94,5747882","94,54485996","100,5847597","103,6938014","104,253124","103,4251687","103,2611166","103,0540615","103,6981149","103,4795832","104,4462604","103,7434913","104,4427082","105,3773016","105,0072744","103,7426775","103,782269","104,5103718","110,2333677","107,4319017","104,2243863","106,3627831","109,7014457","107,4756269","104,2399745","106,3458656","109,3358515","107,8658787","104,336498","106,3595164","183,69","212,45","195,91","189,77","67,48243743","1884,5","105,0826181","102,7416167","103,7865602","102,1272261","104,9549072",17350,"3230522,97","897300,3407","16734,32954","476,1477","3684310,57","2024914,095","3581529,94"
20140816,"138,1159869",100,"102,4845299","102,8719013","94,29007541",100,"94,26776193","94,5747882","94,54485996","100,5847597","103,7083223","104,2751398","103,4417816","103,2815115","103,0677656","103,7132351","103,4951834","104,4623976","103,7580677","104,4588562","105,3930834","105,0237226","103,7572586","103,7968751","104,5263328","110,2557584","107,4532083","104,2397015","106,382136","109,723683","107,4969617","104,2553299","106,36517","109,357958","107,8872842","104,3520405","106,3786039","183,69","212,45","195,91","189,77","67,48365665","1884,5","105,1029439","102,7563513","103,8049414","102,1366942","104,976077",17350,"3230522,97","897300,3407","16737,09053","476,1477","3684310,57","2024914,095","3581529,94"
20140817,"138,1317374",100,"102,4967551","102,8847093","94,30130433",100,"94,27891808","94,5747882","94,54485996","100,5847597","103,7228349","104,2971583","103,4583858","103,3019062","103,0814621","103,7283531","103,5107839","104,478534","103,7726354","104,4750034","105,4088693","105,040173","103,7718309","103,8114734","104,542292","110,2781506","107,4745169","104,2550112","106,4014883","109,7459222","107,5182984","104,2706797","106,3844739","109,3800672","107,9086909","104,3675771","106,3976907","183,69","212,45","195,91","189,77","67,48487588","1884,5","105,1232712","102,7710828","103,8233223","102,1461602","104,9972494",17350,"3230522,97","897300,3407","16740,02056","476,1477","3684310,57","2024914,095","3581529,94"
